bio,date,device,followers,following,location,query_type,screen_name,tweet
b'',Tue Feb 18 15:26:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",99.0,275.0,,Biden,b'apnordstrom',"b'@PoliticoRyan Buttigieg may be moderate within the Democratic party, but he is not a moderate. Biden and to some extent AmyK are closer but neither is likely to get the nomination.'"
"b'Proud Louisiana Cajun . Love America, the flag, the military and law enforcement and other conservatives. So glad we have Pres. Trump. MAGA. Geaux LSU Tigers!'",Mon Feb 17 21:00:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2335.0,2911.0,"New Orleans, LA",Sanders,b'steph_judice',b'Bernie Sanders can\xe2\x80\x99t run his own rally. How on earth will he run the country??? \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/pp4o3S6oaO'
b'My podcast is The Dollop. Enviro group - @planitchange10',Tue Feb 18 15:26:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",68345.0,694.0,los angeles,Warren,b'daveanthony',b'Imagine trying this against Trump. How does this whining from Bloomberg and his allies Boden and Warren look like anything other than weakness? https://t.co/1achzD0ESW'
"b'Stan in the place where you live, now face North. I\xe2\x80\x99m a single parent, #queeragainstpete. he/him #Bernie2020'",Tue Feb 18 12:41:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",406.0,502.0,"Saddle River, NJ",Bloomberg,b'HoooooskerJEW',b'Damn. Half a million views! Thanks y\xe2\x80\x99all. \n\nBloomberg\xe2\x80\x99s video still has 4M. Wonder if cable news will pick up this version too... \xf0\x9f\x98\x95 https://t.co/wRS7yJ4gYo'
"b'1st gen lady patriot from a Commie country. \xe2\x9c\x9d\xef\xb8\x8f \xf0\x9f\x92\x8d #KAG #CC2020C #WWG1WGA #MCGA #Q #TWGRP #\xce\x9c\xce\x9f\xce\x9b\xce\xa9\xce\x9d\xce\x9b\xce\x91\xce\x92\xce\x95 #Cult45 Flwd by @jerome_corsi, @ScottBaio, @catturd2.'",Tue Feb 18 13:04:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8608.0,8714.0,USA,Klobuchar,b'TerrestrialTwit',"b""Heck No! Amy's no moderate!\n\nHer current use of a DNC supplied invisibility cloak hides her under lying authoritarian penchant! \n\nShe's a Stepford Wife Politician with heavy leanings Left!\n\nDon't be fooled by her nice Midwestern Girl false charm!\n\nhttps://t.co/Ol9YuMVbOu"""
b'Curious and a bit queer I\xe2\x80\x99ve been told wouldn\xe2\x80\x99t have it any other way. Artist at heart',Tue Feb 18 15:29:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",159.0,292.0,,Sanders,b'claude_free2',b'Warren says \xe2\x80\x9cSanders has a lot of questions to answer. We do not build on a foundation of hate\xe2\x80\x9d-while she continues to smear Bernie as a sexist  &amp;divides progressives in the name of inclusivity. Liz\xe2\x80\x99s contempt for us is frighteningly deep &amp; I will celebrate her losing every state https://t.co/QF2H8ym8W2'
b'I am a USA Veteran\xf0\x9f\x87\xba\xf0\x9f\x87\xb8. I am a college graduate\xf0\x9f\x8e\x93. I am a woman\xe2\x99\x80. I support @POTUS Donald Trump #MAGA #KAG #Cult45',Tue Feb 18 13:55:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12976.0,12005.0,,Biden,b'cacackler',"b'If you haven\'t seen this, then do. Dave shows how Obama\'s $780b ""Recovery Act"" he bragged about yesterday was just a long-planned Deep State money laundering scheme that resulted in NO jobs and NO benefit to the people. Obama, Biden &amp; friends stole it ALL!\nhttps://t.co/E9lgoJNjjA'"
b'Family. God. Country. Retired Air Force. KAG! Trump 2020! 2A! Lifetime NRA. Pro life. Liberalism is a disease. Loads of common sense.',Tue Feb 18 14:10:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18.0,94.0,"Duncan, SC",Bloomberg,b'Constit23764978',"b'Bloomberg is running the same playbook he did in his 2001 mayoral race. \n\nLate entry, big $, gaffe factory \n\nBut, he won\xe2\x80\x99t have the critical endorsements of @RudyGiuliani and George Pataki less than 8 weeks after 9/11. At the time, those mattered. \n\nW/them, he only won by 2.4%.'"
b'',Mon Feb 17 21:46:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",189.0,484.0,"Michigan, USA",Buttigieg,b'Amyforequality',"b'.@PeteButtigieg can be wicked funny. On what President-elect-Buttigieg would do if Trump loses but refuses to leave: \xe2\x80\x9cI guess if he\xe2\x80\x99s willing to do chores, we can work something out.\xe2\x80\x9d \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x8e https://t.co/G81RqeIIFU'"
b'Proud Father; Proud American. USA #1 #Trump2016 #MakeAmericaGreatAgain',Mon Feb 17 18:39:07 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",100.0,140.0,USA,Biden,b'vicluna',"b'The \xe2\x80\x9cWhistleblower\xe2\x80\x9d who started the impeachment sham was biased against the President, worked with Joe Biden, and met with Adam Schiff\xe2\x80\x99s staff.\n\nOf course they should testify!\n\nhttps://t.co/NZajZ4kVOp'"
"b'banned from twitter for telling the truth about the horrors of US imperialism lmao, back like the fucking spectre of communism | they/them/pan \xe2\x98\xad'",Mon Dec 30 03:39:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",247.0,412.0,Gulag,Bloomberg,b'_smarxist_',"b'If Michael Bloomberg was a highly addictive narcotic produced from moon sugar on the continent of Tamriel, he would be Michael Skoomberg'"
b'',Tue Feb 18 11:58:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",16.0,95.0,High Wycombe,Warren,b'keefe16_o',b'Today we have Matt Warren from @ARAG_UK delivering a training session on all things Legal Expenses to our Underwriters'
"b'Zohreen, Lauren Sivan ,Mese Smith,Brytni Sarpy,Erin Myers,Elena Tovar,Liberty Zabala, Kimi Evans,,Chrisdyann Urbie,Anabel Munoz,Amanda Salas,Hailey Winslow'",Tue Feb 18 15:39:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1407.0,2617.0,"California, USA",Klobuchar,b'costanzo740',"b'Klobuchar\'s campaign ""in recent days had to ask a former Democratic official for a list of black churches in South Carolina..."" https://t.co/5aMccrMgRv'"
b'GOD First| NOLA| #PVAMU| SMILE',Tue Feb 18 05:26:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",489.0,484.0,,Sanders,b'Wavy_34',b'Emmanuel Sanders spitting facts to the 49ers WRs https://t.co/whE6LSBd7F'
"b'We will never give up, we will never give in, we will never, ever back down & we will never, ever surrender because we are Americans & our hearts bleed RWB DJT'",Mon Feb 17 21:16:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1217.0,1214.0,United States,Buttigieg,b'comn0413',b'Isaiah 5:20 Woe to those who call evil good and good evil....\n\nPete Buttigieg Celebrates Woman Killing Her Baby in an Abortion. Her Story \xe2\x80\x9cLifts Us Up\xe2\x80\x9d \n\nhttps://t.co/mxWnMCcPRi'
b'Soy Kine\xc3\xb1a. BA in Business Administration M.Ed. Passionate progressive. Seeking justice and equality for all. Ahh! Obsessed with Game of Thrones.',Tue Feb 18 15:22:28 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1431.0,1229.0,"Mississippi, USA",Sanders,b'GuilloryClaudia',"b'Pete, Warren, and Biden have all let their staffers convince them to team up with Bloomberg against Sanders, not realizing that this is a plan that will personally benefit those staffers but not the campaign.'"
b'Tweet about politics now I guess but what I really like is making music \nSocial Democrat\nTwitch aff\nhttps://t.co/cMzU90SLRQ\nhttps://t.co/912eTOBZh5',Tue Feb 18 15:56:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",188.0,439.0,"Orlando, FL",Bloomberg,b'Oadevour',"b'@CatnipNep @stephlynn1982 @ksheekey @BernieSanders @realDonaldTrump She made it into the bloomberg video, thats how you know #absolultelegend'"
b'',Mon Feb 17 16:40:33 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",128.0,56.0,,Warren,b'DrJohnB1952',"b'The year is 2021. President Elizabeth Warren passed an executive order to forgive student debt. Her healthcare bill passed through reconciliation, and her anti-corruption task force of the Trump admin resulted in convictions of Trump, Miller, Giuliani &amp; Jarvanka  #PresidentWarren'"
b'Ribbit',Tue Feb 18 00:30:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",302.0,761.0,"Lincoln, NE",Buttigieg,b'Froggymun',b'buttigieg is supported by Big Oil and bloomberg is supported by Big Finance and biden is supported by Big Phrama but BERNIE is supported by girls with Big Cans so i know who im voting for'
b'',Tue Feb 18 14:20:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",113.0,99.0,,Klobuchar,b'DavidWilfand',b'2020 support among voters under 45 years old via new NPR/PBS/Marist poll:\n\nSanders 54% (!)\nWarren 16%\nBloomberg 8%\nBiden 6%\nButtigieg 5%\nKlobuchar 5%\nEveryone else 2% or less'
b'Election 2020 Polls',Tue Feb 18 15:51:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",23.0,17.0,,Sanders,b'2020ElectionPo1',"b'National @Rasmussen_Poll,\nWho voters see as the best candidate against Trump:\n\nBloomberg 26%\nBiden 22%\nSanders 18%\nButtigieg 12%\nKlobuchar 7%\nWarren 6%'"
"b'Swamp is in a PANIC. Proud of our PRESIDENT & First Lady\n#KAG2020 #MAGA.Two Term President. \nGRATITUDE. God BLESS AMERICA and 45. \n2024 Donald J.Trump, Jr.'",Tue Feb 18 15:12:12 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3766.0,5000.0,,Biden,b'elainec57335604',"b'(FLASHBACK 2010) Obama, Biden Declare \'Recovery Summer\' \nhttps://t.co/9ujaQLSI8G\n\n""...a report laying out a spike in stimulus activity this summer, and how it will contribute to a steady climb to a total of 3.5 million Recovery Act jobs...""\n\n#TrumpEconomy'"
b'fuck tankies',Tue Feb 18 15:54:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",121.0,916.0,,Bloomberg,b'politaktikz',"b'An admirer of dictators, a lowbrow misogynist, an unfiltered bigot \xe2\x80\x94 Michael Bloomberg is the only Democratic contender who might actually be worse than Trump. https://t.co/qejIkqLW3c'"
b'23 yr old narcoleptic feminist :: #BlackLivesMatter :: Make Racists Afraid Again',Tue Feb 18 04:23:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",226.0,588.0,,Warren,b'howiexox',b'Warren fans have my sincere sympathy but I don\xe2\x80\x99t think it\xe2\x80\x99s healthy to rewrite history. While Warren was competing w/ Bernie on left policy proposals she was polling well &amp; could have beaten him; when she pivoted center-left her numbers tanked. Those are the events that occurred.'
b'MAGA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 KAG2020 \xf0\x9f\xa6\x85KeepYourHandsOffOurGuns / 2A BuildtheWall /\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbbTinyLivesMatter 1ProudDeplorable / Christian / Bible Believing \xe2\x9c\x9d\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb / \xf0\x9f\x9a\xab\xf0\x9f\x91\x88\xf0\x9f\x8f\xbblooking to date',Sun Feb 16 06:16:07 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",45654.0,45510.0,"Chicago, IL",Buttigieg,b'sherry25793049',"b'Abortion Activists Vandalize Pro-Life Billboard in Pete Buttigieg\xe2\x80\x99s Hometown, For a 3rd Time! \nPro-Abortion Leftists vandalize ProLife Park bench ads, Billboards.\nThis isn\xe2\x80\x99t a stretch considering Libs promote \xe2\x80\x9cShout your Abortion\xe2\x80\x9d!\nHow sick will Dems get?!\nhttps://t.co/QiGM7DjbM6'"
"b'Politically intune, ball is life, Lakers, Dodgers and 49er fan....Compton born, Stay in West LA...instagram young_maymay...Living the dream....frequent flyer'",Tue Feb 18 15:56:24 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1246.0,1228.0,"Los Angeles, CA",Klobuchar,b'young_maymay',"b'If the 2020 election for president were held today ...\nDonald Trump (R) 45%\nAmy Klobuchar (D) 47%\n(NPR/PBS NewsHour/Marist Poll, RV, 2/13-16/20)\nMore: https://t.co/FurKFyRHcg'"
b'',Tue Feb 18 15:56:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2542.0,645.0,,Sanders,b'oapayne',"b'@touchdowndillon @BernieSanders 24/\n\ni guess one argument you could make *favor* of Sanders is that his 1993 vote was apparently fulfilling a campaign promise he made. but again, that promise/vote was *against* gun control so\xe2\x80\xa6'"
b'I am a retired man living in a small Pennsylvania town that I believe is astonishingly corrupt. Jim Pitcherella',Tue Feb 18 15:56:55 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",365.0,507.0,"ÜT: 39.972652,-75.846672",Warren,b'Riverseeker',b'@AsteadWesley @KevinMKruse This is by the anyone but Bernie newspaper. Anyone includes Donald Trump. The NYT believes Warren can be persuaded to not go after corporate bribers of politicians and ruin the NYT owners gravy train. They know Bernie will fight for ordinary people not only billionaire oligarchs'
b'Entheogen research and Swedish drug-policy reform. Explore transpersonal psychology and nonordinary states. Combat American journalistic malfeasance.',Tue Feb 18 13:46:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",34.0,323.0,"Los Angeles, CA",Klobuchar,b'futureinmates',"b'#Vermont Democratic Primary Polling:\n\nSanders: 51%\nButtigieg: 13%\nWarren: 9%\nBloomberg: 7%\nBiden: 5%\nKlobuchar: 4%\n\nVermont PBS / February 10, 2020 / n=325 / MOE 4% / Telephone\n\n#Democrats #USA'"
"b'Conservative, Medical Doctor, Real Estate Guy, and Occipital Neuralgia Sufferer, born in Maine'",Tue Feb 18 15:03:01 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1324.0,1946.0,"Hallandale Beach, FL",Biden,b'DrSaketDuggal',b'FBI Raids James Biden-Tied Business  https://t.co/jeTAvzwqFO'
"b'Solar & Wind power, SPECIALIST REMOTE POWER. ELECTRICIAN, HUNT & FISHING. President Trump #MAGA CONSERVATIVE. Make Politicians Do their JOBS. Happily Married.'",Mon Feb 17 15:30:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4198.0,4513.0,"Odessa,Texas",Sanders,b'KaryRDuncan',b'What deep-seeded shame have they that live a false life? \nBeto Orourke is Robert Orourke\nBernie Sanders is Bernard Gutman\nKamala Harris is Maya Harrison\nPete Buttigeig is Paul Montgomery\nElizabeth Warren is Liz Herring\nCory Booker was Tony Booker\nEric Holder is Eric Himpton'
"b'Mom, former U.S. Marine and lover of progressive causes, Queen, Adam Lambert, ppl with great hearts & minds #DNC\xf0\x9f\x91\x8e #Bernie2020'",Tue Feb 18 16:01:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1300.0,1581.0,Atlanta metro,Biden,b'PerfectlySpicy',"b'@ravenn366 @KyleLovesBernie I do too and I\xe2\x80\x99m not surprised. These polls are whack. They had Biden leading #Bernie by 10 points then a suddenly a week before Iowa, like magic Shazam!  Numbers reverse OVERNIGHT. \nFor months they lied. The polling industry is completely FUBAR at this point.'"
b'Affianced.',Tue Feb 18 16:07:37 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1725.0,1271.0,Sunset Park,Bloomberg,b'colinkalmbacher',"b'New York Times Brain is a disease that makes you call Bloomberg\'s college ed plan, which gives less tuition money to fewer people and more money to the wealthiest institutions, ""the most progressive policy of any candidate"" https://t.co/orGUIdvEbu'"
"b'20. art student, student athlete. talk to me about Pok\xc3\xa9mon and video games\nFC: SW-5786-3655-1397'",Tue Feb 18 12:26:48 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",59.0,142.0,Germany,Warren,b'Chaos_Warren',"b'So, I had a DM that advised that I shift everything in my boxes.\n\nI shifted everything left one box, checked the app...nothing. I then shifted everything to the right again and voila. My Magearna appeared. https://t.co/7H3Q9qtGkh'"
"b'Ravioli, ravioli, teach me how to be happyoli. He/Him'",Mon Feb 17 11:35:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",582.0,4960.0,"Trujillo Alto, PR",Buttigieg,b'rafaeltrigo44',b'@dilanpcook All Buttigieg policies are designed to cater to big money while confusing the avg dem voter so that he can secure the nomination and change absolutely nothing.'
"b""LEO MOM , Business owner , Latina #NRA#2A #Trump#ProLife#Defund PP #Back the Blue #code of vets #Patriot#russian mexican#no list grammar nazi's your and you\xe2\x80\x99re""",Tue Feb 18 14:13:09 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5696.0,6181.0,,Biden,b'MexicanJanimuc',"b'Joe Biden Channels Hillary Clinton, Musters Fake Accent When Speaking at Nevada Black Legislative Caucus (VIDEO) https://t.co/QgkRAOi5nj via @gatewaypundit'"
"b'1st generation American, born to Yugoslavian immigrants (who worked hard and came here legally). NO DM\xe2\x80\x99s please! #GODfirst, #daughteroftheKING, #MAGA, #prolife'",Sun Feb 16 15:21:00 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2463.0,3605.0,"Florida, USA",Bloomberg,b'tigerlily0220',"b'Nothing like it ever been seen before!!!\n\nNo other President in HISTORY has drawn crowds like @realDonaldTrump has. Biden, Bloomberg or other Democrat candidate is going to lose so badly.\n\nWe love our President! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nhttps://t.co/vuI1jQ9R0O'"
